Topic,Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Age,Men Age Group 2,2015,Upper Bound,80.48,99464970,,,Men,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Age,Men Age Group 3,2015,Upper Bound,19.35,23914602,,,Men,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Age,Men Age Group 4,2015,Upper Bound,83.77,103531070,,,Men,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Urban Men,2015,Upper Bound,53.21,65762066,,,Men,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Rural Men,2015,Upper Bound,62.97,77824418,,,Men,80.48
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Urban Women,2015,Upper Bound,49.22,60830838,,,Women,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Sex by Area,Rural Women,2015,Upper Bound,6.674,8248375,,,Women,19.35
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Age by Area,Urban Age Group 1,2015,Upper Bound,85.47,105632094,,,Urban,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Age by Area,Rural Age Group 1,2015,Upper Bound,73.63,90999077,,,Rural,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Age by Area,Urban Age Group 2,2015,Upper Bound,33.33,41192438,,,Urban,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Age by Area,Rural Age Group 2,2015,Upper Bound,21.52,26596498,,,Rural,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Age by Area,Urban Age Group 3,2015,Upper Bound,14.98,18513733,,,Urban,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Age by Area,Rural Age Group 3,2015,Upper Bound,5.41,6686201,,,Rural,85.47
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Age by Area,Urban Age Group 4,2015,Upper Bound,80.48,99464970,,,Urban,6.674
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to quit using tobacco or do not start,Quit using tobacco or do not start,Age by Area,Rural Age Group 4,2015,Lower Bound,19.35,23914602,,,Rural,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Total,Total,2015,Estimated,83.77,103531070,viz_total,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,"",
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex,Men,2015,Estimated,53.21,65762066,viz_sex,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Total,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex,Women,2015,Estimated,62.97,77824418,viz_sex,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Total,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,Age Group 1,2015,Estimated,49.22,60830838,viz_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Total,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,Age Group 2,2015,Estimated,6.674,8248375,viz_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Total,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,Age Group 3,2015,Estimated,85.47,105632094,viz_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Total,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age,Age Group 4,2015,Estimated,73.63,90999077,viz_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Total,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Area,Urban,2015,Estimated,33.33,41192438,viz_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Total,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Area,Rural,2015,Estimated,21.52,26596498,viz_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Total,83.77
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Women Age Group 1,2015,Estimated,14.98,18513733,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Women,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Women Age Group 2,2015,Estimated,5.41,6686201,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Women,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Women Age Group 3,2015,Estimated,80.48,99464970,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Women,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Women Age Group 4,2015,Estimated,19.35,23914602,viz_women_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Women,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Men Age Group 1,2015,Estimated,83.77,103531070,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Men,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Men Age Group 2,2015,Estimated,53.21,65762066,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Men,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Men Age Group 3,2015,Estimated,62.97,77824418,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Men,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Age,Men Age Group 4,2015,Estimated,49.22,60830838,viz_men_age,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Men,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Area,Urban Men,2015,Estimated,6.674,8248375,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Men,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Area,Rural Men,2015,Estimated,85.47,105632094,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Men,53.21
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Area,Urban Women,2015,Estimated,73.63,90999077,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Women,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Sex by Area,Rural Women,2015,Estimated,33.33,41192438,viz_sex_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Women,62.97
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban Age Group 1,2015,Estimated,21.52,26596498,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Urban,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural Age Group 1,2015,Estimated,14.98,18513733,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Rural,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban Age Group 2,2015,Estimated,5.41,6686201,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Urban,33.33
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Rural Age Group 2,2015,Estimated,80.48,99464970,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Rural,21.52
Lifestyle Advice and Risk Factors,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Reduce salt in diet,Age by Area,Urban Age Group 3,2015,Estimated,19.35,23914602,viz_age_area,Percentage who have received lifestyle advice from a health worker to reduce salt in diet,Urban,33.33
