Topic,Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Table Filter,Group - Answer,Ref_group,National Reference
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Age by Area,Urban  18-69,2015,Lower Bound,,122650392,,,,Urban  18-69 - 1-2 risk factors,Urban,54.51
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Age by Area,Urban  18-69,2015,Upper Bound,,26188652,,,,Urban  18-69 - 1-2 risk factors,Urban,32.01
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Area,Rural,2015,Estimated,64.89,23210141,viz_area,Percentage of respondents by number of combined risk factors,,Rural - 1-2 risk factors,Total,32.01
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Area,Rural,2015,Lower Bound,62.8,38634132,,,,Rural - 1-2 risk factors,Total,75.48
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Area,Rural,2015,Upper Bound,66.98,100910969,,,,Rural - 1-2 risk factors,Total,82.65
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Area,Urban,2015,Estimated,71.72,26188652,viz_area,Percentage of respondents by number of combined risk factors,,Urban - 1-2 risk factors,Total,32.01
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Area,Urban,2015,Lower Bound,69.41,67368731,,,,Urban - 1-2 risk factors,Total,75.48
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Area,Urban,2015,Upper Bound,74.03,39561055,,,,Urban - 1-2 risk factors,Total,82.65
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex,Men,2015,Estimated,69,100910969,viz_sex,Percentage of respondents by number of combined risk factors,table_total,Men - 1-2 risk factors,Total,32.01
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex,Men,2015,Lower Bound,66.1,122650392,,,table_total,Men - 1-2 risk factors,Total,75.48
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex,Men,2015,Upper Bound,72,26188652,,,table_total,Men - 1-2 risk factors,Total,82.65
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex,Women,2015,Estimated,67.6,14645376,viz_sex,Percentage of respondents by number of combined risk factors,table_total,Women - 1-2 risk factors,Total,32.01
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex,Women,2015,Lower Bound,64.3,118905625,,,table_total,Women - 1-2 risk factors,Total,75.48
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex,Women,2015,Upper Bound,70.8,23210141,,,table_total,Women - 1-2 risk factors,Total,82.65
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Men 18-44,2015,Estimated,71.7,39561055,viz_men_age,Percentage of respondents by number of combined risk factors,,Men 18-29 - 1-2 risk factors,Men,81.65
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Men 18-44,2015,Lower Bound,68,93285486,,,,Men 18-29 - 1-2 risk factors,Men,99.24
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Men 18-44,2015,Upper Bound,75.5,102146866,,,,Men 18-29 - 1-2 risk factors,Men,21.19
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Men 45-69,2015,Estimated,64.1,100910969,viz_men_age,Percentage of respondents by number of combined risk factors,,Men 30-49 - 1-2 risk factors,Men,81.65
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Men 45-69,2015,Lower Bound,59.9,122650392,,,,Men 30-49 - 1-2 risk factors,Men,99.24
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Men 45-69,2015,Upper Bound,68.2,26188652,,,,Men 30-49 - 1-2 risk factors,Men,21.19
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Men  18-69,2015,Estimated,69,93285486,viz_men_age,Percentage of respondents by number of combined risk factors,,Men  18-69 - 1-2 risk factors,Men,81.65
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Men  18-69,2015,Lower Bound,66.1,102146866,,,,Men  18-69 - 1-2 risk factors,Men,99.24
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Men  18-69,2015,Upper Bound,72,105792761,,,,Men  18-69 - 1-2 risk factors,Men,21.19
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Women 18-44,2015,Estimated,67.5,105792761,viz_women_age,Percentage of respondents by number of combined risk factors,,Women 18-29 - 1-2 risk factors,Women,11.85
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Women 18-44,2015,Lower Bound,62.9,66997962,,,,Women 18-29 - 1-2 risk factors,Women,96.21
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Women 18-44,2015,Upper Bound,72,14645376,,,,Women 18-29 - 1-2 risk factors,Women,18.78
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Women 45-69,2015,Estimated,67.8,67368731,viz_women_age,Percentage of respondents by number of combined risk factors,,Women 30-49 - 1-2 risk factors,Women,11.85
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Women 45-69,2015,Lower Bound,64,39561055,,,,Women 30-49 - 1-2 risk factors,Women,96.21
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Women 45-69,2015,Upper Bound,71.6,93285486,,,,Women 30-49 - 1-2 risk factors,Women,18.78
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Women  18-69,2015,Estimated,67.6,66997962,viz_women_age,Percentage of respondents by number of combined risk factors,,Women  18-69 - 1-2 risk factors,Women,11.85
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Women  18-69,2015,Lower Bound,64.3,14645376,,,,Women  18-69 - 1-2 risk factors,Women,96.21
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Age,Women  18-69,2015,Upper Bound,70.8,118905625,,,,Women  18-69 - 1-2 risk factors,Women,18.78
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Rural Men,2015,Estimated,,118905625,viz_sex_area,Percentage of respondents by number of combined risk factors,,Rural Men - 1-2 risk factors,Men,81.65
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Rural Men,2015,Lower Bound,,23210141,,,,Rural Men - 1-2 risk factors,Men,99.24
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Rural Men,2015,Upper Bound,,38634132,,,,Rural Men - 1-2 risk factors,Men,21.19
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Rural Women,2015,Estimated,,26188652,viz_sex_area,Percentage of respondents by number of combined risk factors,,Rural Women - 1-2 risk factors,Women,11.85
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Rural Women,2015,Lower Bound,,67368731,,,,Rural Women - 1-2 risk factors,Women,96.21
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Rural Women,2015,Upper Bound,,39561055,,,,Rural Women - 1-2 risk factors,Women,18.78
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Urban Men,2015,Estimated,,122650392,viz_sex_area,Percentage of respondents by number of combined risk factors,,Urban Men - 1-2 risk factors,Men,81.65
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Urban Men,2015,Lower Bound,,26188652,,,,Urban Men - 1-2 risk factors,Men,99.24
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Urban Men,2015,Upper Bound,,67368731,,,,Urban Men - 1-2 risk factors,Men,21.19
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Urban Women,2015,Estimated,,102146866,viz_sex_area,Percentage of respondents by number of combined risk factors,,Urban Women - 1-2 risk factors,Women,11.85
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Urban Women,2015,Lower Bound,,105792761,,,,Urban Women - 1-2 risk factors,Women,96.21
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Sex by Area,Urban Women,2015,Upper Bound,,66997962,,,,Urban Women - 1-2 risk factors,Women,18.78
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Total,Total,2015,Estimated,68.3,39561055,viz_total,Percentage of respondents by number of combined risk factors,table_total,1.Total - 1-2 risk factors,,
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Total,Total,2015,Lower Bound,66.1,93285486,,,table_total,1.Total - 1-2 risk factors,,
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,1-2 risk factors,Total,Total,2015,Upper Bound,70.5,102146866,,,table_total,1.Total - 1-2 risk factors,,
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age,18-44,2015,Estimated,7.8,66997962,viz_age,Percentage of respondents by number of combined risk factors,,18-29 - 3-5 risk factors,Total,85.6
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age,18-44,2015,Lower Bound,6.2,14645376,,,,18-29 - 3-5 risk factors,Total,54.21
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age,18-44,2015,Upper Bound,9.5,118905625,,,,18-29 - 3-5 risk factors,Total,11.85
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age,45-69,2015,Estimated,21.2,39561055,viz_age,Percentage of respondents by number of combined risk factors,,30-49 - 3-5 risk factors,Total,85.6
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age,45-69,2015,Lower Bound,18.6,93285486,,,,30-49 - 3-5 risk factors,Total,54.21
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age,45-69,2015,Upper Bound,23.9,102146866,,,,30-49 - 3-5 risk factors,Total,11.85
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age, 18-69,2015,Estimated,12.7,14645376,viz_age,Percentage of respondents by number of combined risk factors,, 18-69 - 3-5 risk factors,Total,85.6
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age, 18-69,2015,Lower Bound,11.1,118905625,,,, 18-69 - 3-5 risk factors,Total,54.21
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age, 18-69,2015,Upper Bound,14.2,23210141,,,, 18-69 - 3-5 risk factors,Total,11.85
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age by Area,Rural 18-44,2015,Estimated,,118905625,viz_age_area,Percentage of respondents by number of combined risk factors,,Rural 18-29 - 3-5 risk factors,Rural,99.24
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age by Area,Rural 18-44,2015,Lower Bound,,23210141,,,,Rural 18-29 - 3-5 risk factors,Rural,21.19
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age by Area,Rural 18-44,2015,Upper Bound,,38634132,,,,Rural 18-29 - 3-5 risk factors,Rural,54.51
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age by Area,Rural 45-69,2015,Estimated,,26188652,viz_age_area,Percentage of respondents by number of combined risk factors,,Rural 30-49 - 3-5 risk factors,Rural,99.24
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age by Area,Rural 45-69,2015,Lower Bound,,67368731,,,,Rural 30-49 - 3-5 risk factors,Rural,21.19
Lifestyle Advice and Risk Factors,Percentage of respondents by number of combined risk factors,3-5 risk factors,Age by Area,Rural 45-69,2015,Upper Bound,,39561055,,,,Rural 30-49 - 3-5 risk factors,Rural,54.51
