Indicator,Answer,Demographic Group,Demographic Characteristic,Year,Type of indicator,Metric,Estimated Population,Visualization Filter,Name for optional filter,Ref_group,National Reference
Average and median minutes of total physical activity per day,Median minutes,Area,Urban,2015,Upper Bound,8.668,,,,Total,5.981
Average and median minutes of total physical activity per day,Median minutes,Area,Rural,2015,Upper Bound,8.784,,,,Total,5.981
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 1,2015,Upper Bound,11.91,,,,Women,4.6
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 2,2015,Upper Bound,10.93,,,,Women,4.6
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 3,2015,Upper Bound,10.71,,,,Women,4.6
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Women Age Group 4,2015,Upper Bound,5.344,,,,Women,4.6
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 1,2015,Upper Bound,6.459,,,,Men,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 2,2015,Upper Bound,5.981,,,,Men,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 3,2015,Upper Bound,7.512,,,,Men,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Age,Men Age Group 4,2015,Upper Bound,4.6,,,,Men,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Urban Men,2015,Upper Bound,6.741,,,,Men,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Rural Men,2015,Upper Bound,11,,,,Men,7.512
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Urban Women,2015,Upper Bound,12.03,,,,Women,4.6
Average and median minutes of total physical activity per day,Median minutes,Sex by Area,Rural Women,2015,Upper Bound,10.44,,,,Women,4.6
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 1,2015,Upper Bound,8.668,,,,Urban,8.668
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 1,2015,Upper Bound,8.784,,,,Rural,8.784
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 2,2015,Upper Bound,11.91,,,,Urban,8.668
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 2,2015,Upper Bound,10.93,,,,Rural,8.784
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 3,2015,Upper Bound,10.71,,,,Urban,8.668
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 3,2015,Upper Bound,5.344,,,,Rural,8.784
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Urban Age Group 4,2015,Upper Bound,6.459,,,,Urban,8.668
Average and median minutes of total physical activity per day,Median minutes,Age by Area,Rural Age Group 4,2015,Lower Bound,5.981,,,,Rural,8.668
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Total,Total,2015,Estimated,7.512,,viz_total,Average minutes of work-related physical activity per day,"",
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex,Men,2015,Estimated,4.6,,viz_sex,Average minutes of work-related physical activity per day,Total,7.512
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex,Women,2015,Estimated,6.741,,viz_sex,Average minutes of work-related physical activity per day,Total,7.512
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,Age Group 1,2015,Estimated,11,,viz_age,Average minutes of work-related physical activity per day,Total,7.512
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,Age Group 2,2015,Estimated,12.03,,viz_age,Average minutes of work-related physical activity per day,Total,7.512
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,Age Group 3,2015,Estimated,10.44,,viz_age,Average minutes of work-related physical activity per day,Total,7.512
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,Age Group 4,2015,Estimated,8.668,,viz_age,Average minutes of work-related physical activity per day,Total,7.512
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Area,Urban,2015,Estimated,8.784,,viz_area,Average minutes of work-related physical activity per day,Total,7.512
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Area,Rural,2015,Estimated,11.91,,viz_area,Average minutes of work-related physical activity per day,Total,7.512
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Age,Women Age Group 1,2015,Estimated,10.93,,viz_women_age,Average minutes of work-related physical activity per day,Women,6.741
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Age,Women Age Group 2,2015,Estimated,10.71,,viz_women_age,Average minutes of work-related physical activity per day,Women,6.741
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Age,Women Age Group 3,2015,Estimated,5.344,,viz_women_age,Average minutes of work-related physical activity per day,Women,6.741
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Age,Women Age Group 4,2015,Estimated,6.459,,viz_women_age,Average minutes of work-related physical activity per day,Women,6.741
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Age,Men Age Group 1,2015,Estimated,5.981,,viz_men_age,Average minutes of work-related physical activity per day,Men,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Age,Men Age Group 2,2015,Estimated,7.512,,viz_men_age,Average minutes of work-related physical activity per day,Men,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Age,Men Age Group 3,2015,Estimated,4.6,,viz_men_age,Average minutes of work-related physical activity per day,Men,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Age,Men Age Group 4,2015,Estimated,6.741,,viz_men_age,Average minutes of work-related physical activity per day,Men,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Area,Urban Men,2015,Estimated,11,,viz_sex_area,Average minutes of work-related physical activity per day,Men,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Area,Rural Men,2015,Estimated,12.03,,viz_sex_area,Average minutes of work-related physical activity per day,Men,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Area,Urban Women,2015,Estimated,10.44,,viz_sex_area,Average minutes of work-related physical activity per day,Women,6.741
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex by Area,Rural Women,2015,Estimated,8.668,,viz_sex_area,Average minutes of work-related physical activity per day,Women,6.741
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Urban Age Group 1,2015,Estimated,8.784,,viz_age_area,Average minutes of work-related physical activity per day,Urban,8.784
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural Age Group 1,2015,Estimated,11.91,,viz_age_area,Average minutes of work-related physical activity per day,Rural,11.91
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Urban Age Group 2,2015,Estimated,10.93,,viz_age_area,Average minutes of work-related physical activity per day,Urban,8.784
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural Age Group 2,2015,Estimated,10.71,,viz_age_area,Average minutes of work-related physical activity per day,Rural,11.91
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Urban Age Group 3,2015,Estimated,5.344,,viz_age_area,Average minutes of work-related physical activity per day,Urban,8.784
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural Age Group 3,2015,Estimated,6.459,,viz_age_area,Average minutes of work-related physical activity per day,Rural,11.91
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Urban Age Group 4,2015,Estimated,5.981,,viz_age_area,Average minutes of work-related physical activity per day,Urban,8.784
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age by Area,Rural Age Group 4,2015,Estimated,7.512,,viz_age_area,Average minutes of work-related physical activity per day,Rural,11.91
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Total,Total,2015,Lower Bound,4.6,,,,"",
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex,Men,2015,Lower Bound,6.741,,,,Total,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Sex,Women,2015,Lower Bound,11,,,,Total,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,Age Group 1,2015,Lower Bound,12.03,,,,Total,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,Age Group 2,2015,Lower Bound,10.44,,,,Total,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,Age Group 3,2015,Lower Bound,8.668,,,,Total,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Age,Age Group 4,2015,Lower Bound,8.784,,,,Total,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Area,Urban,2015,Lower Bound,11.91,,,,Total,4.6
Average minutes of work-related physical activity per day,Average minutes of work-related physical activity,Area,Rural,2015,Lower Bound,10.93,,,,Total,4.6
